,ask_asset,block_timestamp,event_index,from_,msg_index,offer_amount,offer_asset,price,return_amount,sender,to_,tx_id
14736,xPRISM,2022-02-15 16:54:10.497,1,,0,1480.0,PRISM,0.9906948783,1493.90093,terra1cak7wqw4hdesj4r9vwz272880rtnah59y2ydgh,,0F6D3A1F387E94DE2B6DC681B3E40CFED06D105169ADC08E7EF115DD75CFDC8E
14737,,2022-02-15 16:00:39.979,3,,0,,,,,terra1v9gf2u67hcpkx0gj8f7venm6u6299gu5jplkh4,,856F94D9D932F869D2B45C8BC048EEEEEEE246E6EDA10EB20D2701B13514C484
14738,,2022-02-15 00:19:02.384,3,,0,,,,,terra1jttf0yj3fugpkz5h8p683gsdyf3mmn7e3jf2wh,,16983F9552D4FFD95D53E58F135783CF9038E62A678269E3B8360D4DF964766A
14739,,2022-02-15 17:01:36.656,3,,0,,,,,terra14ncvxzmf2e6cz8lrecnsl5e5dfw7e97fyp5f27,,E5874D461877C7BBF9382AD6424FB1581B30BBEB1630B70A90D683A22AB8432F
14740,,2022-02-15 17:23:00.654,3,,0,,,,,terra12glyg2am7ttfwrypv4phz340x84f728cm7pa53,,81EF5BA3941049342A01931328144AAAC3FB016A9FA1416B6046168303F3083E
14741,yLUNA,2022-02-15 01:34:10.480,1,,0,15855.016851,PRISM,68.836383631,230.329021,terra1dnnj0hy4wqtnhulzj69ld2ua8jah0eques3pvg,,93E1CEC1346E1EB0C4EF30A80A026D34503AFF647FB4ACB1C45A2953FAB51B1D
14742,yLUNA,2022-02-15 01:34:10.480,1,,0,15855.016851,PRISM,68.836383631,230.329021,,,93E1CEC1346E1EB0C4EF30A80A026D34503AFF647FB4ACB1C45A2953FAB51B1D
14743,UST,2022-02-15 04:44:10.319,3,terra1fpf378yk69x78we5048aw8y2lcqe0w9rq53ahk,0,164.20271,PRISM,2.4637891610000002,66.646413,terra1fpf378yk69x78we5048aw8y2lcqe0w9rq53ahk,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,9235E8CDF59632468468413CD42C053138A8BDB368F7839B50A7DDBFA720162C
14744,PRISM,2022-02-15 15:06:27.075,3,,1,35.239532,LUNA,0.008032835953999999,4386.935349,terra12glyg2am7ttfwrypv4phz340x84f728cm7pa53,,98D6DA97ED30A423D57D7DE070F5CB81D3E5C7D7F1E9C70F6294B6F969EAD877
14745,UST,2022-02-15 02:22:49.220,3,terra1fgdu7yawrr408kc98ep7e83tk0pv0c9nnahlh6,0,178.88579,PRISM,2.422126279,73.854857,terra1fgdu7yawrr408kc98ep7e83tk0pv0c9nnahlh6,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,4099DE5CFD852434120E7249F574C4460129D43445BF227EC7988C02D4A8E88A
14746,,2022-02-15 08:44:59.469,3,,0,,,,,terra1y2m6lmlz5v5sry8q9wx880s9rujdwys9zsvdrr,,E7C42788940A0BA0E9722FDE2BBA1868DDEDE6AB55BFEE16EB1E1447EB62469E
14747,,2022-02-15 20:21:06.925,3,,0,,,,,terra1t8m7n0gz8rps8n92526039ltrwkffpwuqa8ugj,,CD685D0BD4858AB7683E431D854E29846513E9B4019EEDCBBDDCB2F13FE4D9DA
14748,yLUNA,2022-02-15 10:36:55.188,1,,1,818.911657,PRISM,97.603551317,8.390183,terra1dlur4ewlgdzq4cfnndccddn9g3eq6pq3vqdguv,,35CBA670AB8204A1761133677BDC38B28C2E73C44E7C28FDF102A897F78AB166
14749,yLUNA,2022-02-15 10:36:35.371,1,,1,819.254468,PRISM,97.555240078,8.397852,terra1dlur4ewlgdzq4cfnndccddn9g3eq6pq3vqdguv,,F869B2B49C6A234965D920327301938BAAA53B2C2DAEAED643C90E163B6A9276
14750,xPRISM,2022-02-15 21:27:55.275,1,,0,5979.900321,PRISM,0.979973552,6102.103785,,,1DC10DC051E8DFFEC42A5A0FB629773F65DF14CDF4255F9836607F21837E3FE2
14751,xPRISM,2022-02-15 21:27:55.275,1,,0,5979.900321,PRISM,0.979973552,6102.103785,terra1cm3pavsswhswswhvezv2u8eudwf8grx5hwr2k4,,1DC10DC051E8DFFEC42A5A0FB629773F65DF14CDF4255F9836607F21837E3FE2
14752,,2022-02-15 22:03:38.305,3,,0,,,,,terra1gwekcdkcxawgdw8n8kzys9y58pl6ylwf7uf8rx,,43F632B9AB7962578EDFC5B54B8FB3598D4FDF1A15F4745B7C7CC72FED8A596F
14753,,2022-02-15 19:22:23.298,3,,0,,,,,terra1z0tf0h95hp74yszmdd3g0rc320jctmfw94qgdh,,9217AB368A292F0966F5BD891C30C6F4D44C4EBACB124262288A3AFBBE18B124
14754,PRISM,2022-02-15 08:13:32.929,1,,0,15.474516,pLUNA,0.0324680153,476.608005,terra1smgnuccp3987efl75dmlgndwq58kplmvj0zvgn,,82503BFE02861317B866956777B8D84E0B4C8CD81E99085BC40D8108196CD884
14755,,2022-02-15 02:58:41.510,1,,0,,,,,terra1am52avg6yx75996z8z2v4wkcz3t8ewuhjl4tqv,,8F680902449E1DD378139054B7079D6EFB362CE13D1D29BAD65681E8BA61B267
14756,,2022-02-15 03:05:34.933,3,,0,,,,,terra1ls86exlsu3n5mpu6ql3fhc7zanklnun4t8kvyh,,6E081A46538E94544C4CBE3B9522CE88DB753B5DC0F309473F61B4C7DE153422
14757,UST,2022-02-15 19:20:25.308,3,terra18ryeg3pv08l74us590g3dlmepmptef92uwsg97,0,0.9388200000000001,PRISM,2.133817607,0.439972,terra18ryeg3pv08l74us590g3dlmepmptef92uwsg97,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,148ACBB3F9944A051F62DF54A999132DE36D58042D62AB31BF551A4E6156B60C
14758,xPRISM,2022-02-15 21:31:50.791,1,,0,10000.0,PRISM,0.9831496098,10171.391923,terra1nk2vkmf57zcd5m5yechlj95llkzfu5e95rhn3m,,CEC718848FD281791A75739EE549404E168E1CFBDD6919FB09CD22B93BA98E03
14759,,2022-02-15 13:17:27.828,3,,0,,,,,terra1975pvvt3zq77df35ysv8jxsg9q9tq55ja5rx97,,9DF66836A59DA240F9454A6DEF19BC666B08934C959785DDCFB0E05BD1F1A6C3
14760,,2022-02-15 11:07:32.733,3,,0,,,,,terra1dvx0975zvxyvq94guq84actssr7gaz35cx0kt9,,0055AE282F3BD2CBA8C55F1CE0DA5FC5F4BD12EC70C250D9ED82A1B350591C00
14761,PRISM,2022-02-15 19:51:35.569,1,,2,8.168715,pLUNA,0.02449073063,333.543132,terra1dlur4ewlgdzq4cfnndccddn9g3eq6pq3vqdguv,,89F57914F52EE67DDB0FB2B818D447C9FA9E349EFB12769D1D3CAF89CC2D9EDE
14762,PRISM,2022-02-15 17:00:27.837,1,,0,62.478413,pLUNA,0.02712562288,2303.29874,terra1mrffhv2j435y3feqwrlf85drrexaen2urk2qrq,,C4C59A330F4B02658CB33442018F69630A132F200DBEDBB403D398BACEEAA4B9
14763,,2022-02-15 19:29:41.385,1,,0,,,,,terra10fzu3tvv2e948h9tv3p5k67zmg4jy5ryds6rcj,,2C7431DEFE96EFE74C46474ED7C18B3B4D8B93CD469F558B168CB03AA8D84565
14764,PRISM,2022-02-15 07:01:15.452,1,,3,28.70084,yLUNA,0.01137776217,2522.538225,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,,8FA6A07D1BAB637D036E5661D355F8226F1489093C84216584A2950D726AD2E2
14765,PRISM,2022-02-15 19:00:12.513,3,,0,2.6950000000000003,LUNA,0.00832331879,323.789112,terra1hfwjlantyguqzk6zqu7j6jcdwadcrq882aqfvk,,73D899563B3F1DAE12C057971AEF7D5A39924E720526875ECE36A152B6DA18C1
14766,PRISM,2022-02-15 12:13:56.845,1,,0,3000.0,xPRISM,1.00985058,2970.736521,terra1pwx6qqwpdda6j0uwpjrr5lxkm7nzdghcms9hsg,,9B48C92823271CC5685D79B64BECAF1D53FF5D39FA2184650EF52DC1A65C4CBB
14767,UST,2022-02-15 14:28:59.197,3,terra1q4upvkh9rlcasa7ats26wuthp3d4477eqlw6vq,0,336.816659,PRISM,2.238632102,150.456459,terra1q4upvkh9rlcasa7ats26wuthp3d4477eqlw6vq,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,89D8C6D9C117CD9FE927C9D08EDBCBDF356739F18C543436C406630921BD3829
14768,,2022-02-15 06:21:31.117,3,,0,,,,,terra1pk9nxxj7ckcr9adeccq7wrznr9h8964yee7rxg,,37728DEC4BA76BECBCBCEE4E6B9F69AF29A2B44D5288A39189AD188717DD0DF9
14769,,2022-02-15 13:45:35.840,1,,0,,,,,terra1kh6e6ay7a9w87nluuqv4nq4npkk9haak56hn8n,,1B6DBFEB06179454DF1B9E39A14B3C7ED7A772ED2B099B0579965F422FBC2D1D
14770,PRISM,2022-02-15 12:03:23.975,1,,2,10.340906,pLUNA,0.025173517609999998,410.785102,terra1rumkce8lqyec0as92xswya5rx4phcge0maxem4,,623C269974BAA52F9A95584D22D0665511BD528DCA35973D0E3242BC2DF039DA
14771,UST,2022-02-15 12:02:32.069,3,terra1fr4vrytygn5zqhzz6wps8z5nhnnqmzqu33hymn,0,6000.0,PRISM,2.3214401540000003,2584.602489,terra1fr4vrytygn5zqhzz6wps8z5nhnnqmzqu33hymn,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,8513FF6DCAA4F9A093E1EA8A73E335AF81AD30137A393629C9AC7A7A8C3CAC84
14772,UST,2022-02-20 09:38:04.177,3,terra1rumkce8lqyec0as92xswya5rx4phcge0maxem4,8,1967.350638,PRISM,3.126868178,629.176072,terra1rumkce8lqyec0as92xswya5rx4phcge0maxem4,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,C3E45ABE7216BE2C354432A27F2D74453BC8E2CDCC8414FFE7E58CA15EF450B0
14773,yLUNA,2022-02-20 07:36:23.471,1,,0,4022.738927,PRISM,107.57406471,37.395063,terra19up4g69n2nj8n4gpt8l6l69wj0f206cvrmxlhy,,4DDC0F4C8A1A680C89BE6CF100FEFC0A29A2939014EE0122E11EC8A2953AAC01
14774,yLUNA,2022-02-20 07:34:58.766,1,,1,4017.244688,PRISM,106.809968749,37.61114,terra1kqtavayga96he2ppspkf6exn964dmxtl89q4kj,,AC1580173DFFA59F5AE1A3A7082BE498A90E98859FCA0C14568D7652A6FF3AC5
14775,pLUNA,2022-02-20 07:43:38.211,1,,0,30000.0,PRISM,36.312383745,826.164435,terra1rt4tuw8s7qxg24c2e00z8m8lpygeszpn5n8sch,,610FF70E85785D6278736A90079E76EB7E1A7D8D55AF2A75F1909BF9FE566431
14776,yLUNA,2022-02-20 09:38:16.627,1,,1,3922.769582,PRISM,105.26647136,37.265138,terra1kqtavayga96he2ppspkf6exn964dmxtl89q4kj,,A6315D9D23F3F1A5D03714C38583C29F18290F183CFEB8318EE07D8B3A67B464
14777,xPRISM,2022-02-20 07:45:47.292,1,,0,731.935916,PRISM,0.982208696,745.193887,terra1z34jtm74a4ngea3rpxusmt4sqq8rlgcuwnt24w,,22FF93036C0CC152BCE3D7F6DB7F42CF89AD97CD415B658E553EDCDFD62F8D1C
14778,yLUNA,2022-02-20 09:39:11.816,1,,0,4015.601019,PRISM,105.802946541,37.953584,terra19up4g69n2nj8n4gpt8l6l69wj0f206cvrmxlhy,,97594D64E2CFD0F84E8EE86B978B1DB2DC7FC07E8D8F978CB893D34F73BD4B8D
14779,,2022-02-20 05:53:39.939,3,,0,,,,,terra167yajzyme0hhqrnylcuz0vwx6azgsjm2h4ch58,,92C9A242117D6AB51DF41EA52763BF7B651B82FC15BA6C5A224DBD0192E9BF01
14780,UST,2022-02-20 04:50:38.003,3,terra1uw9uxh5x38unf3uqtrwqgc5ztsmypvdmj87w7t,0,9782.931067,PRISM,2.932438841,3336.107451,terra1uw9uxh5x38unf3uqtrwqgc5ztsmypvdmj87w7t,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,332BDA48377821676C62DB6848645AB098A0AC2D9C53AC5F2DD13E36A7643CE4
14781,,2022-02-20 06:41:35.526,1,,0,,,,,terra1ptcd8vrek370fx6quef05am0n0839a2w7w279q,,8430E4A8FAEAEE0868DD8BEEF7016639B39FD02B5CF7A83FE03B775534469650
14782,xPRISM,2022-02-20 06:12:19.489,1,,0,1000.0,PRISM,0.9851642558,1015.059158,terra1vnvpetucvvxdg9m72v5nkwl2kvekw3zjyh5jey,,7461BC5CED61A9D895FE2E0199C794601AD3D838BD8A6DB9361E47F2418E1821
14783,UST,2022-02-20 06:06:54.360,3,terra1zhvjx7m8wf9hxcw73td46xl3cwy7dzehv7mzhr,0,2881.730453,PRISM,3.088350685,933.096901,terra1zhvjx7m8wf9hxcw73td46xl3cwy7dzehv7mzhr,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,64BFE2A19798D8C4F31195914AD20D23E400B670E3E2884F1D96A8D4DFF48917
14784,PRISM,2022-02-20 02:53:34.986,3,,0,6.66711,LUNA,0.006897920818,966.539074,terra1lykfk0hg5vnuyna9vgldu2t98etwda8dmfzq4c,,6B8FDFEFA14334D45AD4E8B959CEBEB6C42215D53368F76E5B2029DE48257E3B
14785,PRISM,2022-02-20 02:54:13.384,3,,0,6.675724,LUNA,0.006901021183,967.353066,terra1lykfk0hg5vnuyna9vgldu2t98etwda8dmfzq4c,,AC28055E02181DD0124C3E040A5771D52695894A0459FBCC95FFCA022ECBB1F4
14786,UST,2022-02-20 02:58:13.284,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,289.270794,PRISM,2.890643298,100.071425,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,D6FA0F1F0943DAEA27FF193F7F00B75B65080D75851895992FB5B791D061A732
14787,PRISM,2022-02-20 02:58:13.284,3,,1,1.9979209999999998,LUNA,0.006906749805,289.270794,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,D6FA0F1F0943DAEA27FF193F7F00B75B65080D75851895992FB5B791D061A732
14788,UST,2022-02-20 02:58:26.824,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,289.191692,PRISM,2.89093773,100.033871,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,0614A4AE8CFD02EC93D5484E8828DBD97765CEC88B10AFD7DC2F11C6A9A5347F
14789,PRISM,2022-02-20 03:09:29.372,1,,0,163.548358,xPRISM,1.025538819,159.475541,terra18sqy277ywyd3r9p6kt5hkehde4jk64dd5unauh,,9DEAEC8F2CD2F0D11AA8D3BE09E38963D5CB81CD9077A7B9E450B4BD635DB873
14790,PRISM,2022-02-20 02:50:41.165,3,,1,1.991184,LUNA,0.006892813531,288.878263,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,CB017E13494C945E59911FD57BDDC6F4FC5ABC1DA0F4DC87208A779712C16ABD
14791,PRISM,2022-02-20 02:51:00.372,3,,0,6.661875,LUNA,0.006894824356,966.213881,terra1lykfk0hg5vnuyna9vgldu2t98etwda8dmfzq4c,,6EDC505675F097CB7654295E1ECC2CA9C48D94DA5953AF88BAFFBE2371FDB855
14792,UST,2022-02-20 03:03:27.440,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,289.453474,PRISM,2.893468873,100.036837,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,CBCD249819237C95A7C5E7F12131848C573091CFA4D7387BB6E83AED105C274B
14793,UST,2022-02-20 02:57:52.941,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,289.313237,PRISM,2.890201561,100.101405,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,1145C5BF92DB0718419DBEA85ABE7FF6561ABF3E41CCDCB94A467D1549D2D5AB
14794,PRISM,2022-02-20 03:55:47.954,3,,1,2.01477,LUNA,0.006954898863,289.690769,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,EC8B64F9D5631F009EDD72D84F551765C1C92A88462A088AD2C33B1464E5F555
14795,UST,2022-02-20 03:53:41.299,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,289.61703,PRISM,2.89541286,100.02616,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,F3CBDB40CB07775E6FCBDB86FD2C0529556D725C140969E0BDEEB8C9CDB7E8A5
14796,,2022-02-20 04:34:57.733,3,,0,,,,,terra1fgef888tuj3g8tmpxp4klvthq4eqk8a2yw7vsw,,723808CDD86C1DA6E2F0F13CFDB0246411E1B616859CCDF4D98191F86E87F026
14797,PRISM,2022-02-20 04:03:13.621,1,,2,2.01796,pLUNA,0.02629329003,76.748098,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,8E657CD6109975D11A412B84BCC6D95FB90205D968A00FE0024C1FE417A3FDEA
14798,UST,2022-02-20 04:30:57.455,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,290.12131,PRISM,2.90054119,100.023165,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,EA2FD72CDAD4F3350EBD8B7E2E435841C739D914B9B9BC87DEA92F1B23876F1C
14799,UST,2022-02-20 03:55:23.971,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,289.810417,PRISM,2.89644581,100.057255,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,E043380EA910855113C484DFF8C0610B94685D5BDB0C31AC47C7BD8A0210701D
14800,PRISM,2022-02-20 04:18:39.083,3,,1,2.017788,LUNA,0.0069624378079999995,289.81056,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,F3DFE85B662AD4ED4EF91ECED970033B001BF010FD63A95071C650E974DA5BA3
14801,PRISM,2022-02-20 04:30:57.455,3,,1,2.017167,LUNA,0.0069528398309999994,290.12131,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,EA2FD72CDAD4F3350EBD8B7E2E435841C739D914B9B9BC87DEA92F1B23876F1C
14802,PRISM,2022-02-19 19:20:44.743,1,,3,34.533429,yLUNA,0.009335555639,3699.129472,terra19up4g69n2nj8n4gpt8l6l69wj0f206cvrmxlhy,,25EE03B72DB8E17218A1BE060E2E5EE6365FA8BDD6BC502828DA62CD866CB342
14803,pLUNA,2022-02-19 19:50:32.581,1,,1,1183.505123,PRISM,40.690963015,29.085208,terra19up4g69n2nj8n4gpt8l6l69wj0f206cvrmxlhy,,451B1C3C190EF7E39475B5B8361AF17F657F4B94B73EE3E16156E4EB7720977D
14804,,2022-02-19 19:23:20.819,3,,0,,,,,terra1y2m6lmlz5v5sry8q9wx880s9rujdwys9zsvdrr,,BF8CA5EC4C7115129C2936C82425F6D469BAB6C9166968F19F5847EE13057A55
14805,PRISM,2022-02-19 19:20:51.218,3,,1,39.542118,LUNA,0.006607582509,5984.354784,terra12glyg2am7ttfwrypv4phz340x84f728cm7pa53,,84A961D7A144ADE48C1AE5741C5E1CA9B5D603E1FA0DF018764D0575A6F5BE91
14806,yLUNA,2022-02-19 17:58:15.855,1,,0,131.330226,PRISM,108.223350262,1.213511,terra1kvrlwc439u7pmv9rzf0tsydkv3wfh6d2sds93d,,9010995A7649D164E364632BF72BF344A425EF191396FFF60DBF835DC05EEF9E
14807,,2022-02-19 19:50:32.581,3,,0,,,,,terra1hzyzys3s7s7xsls5gvsta3z3ylcy7fjcnpgmas,,38D37022161FAE5D548E2A76F657524D5A09DF81386319C05AEEE5D35B242F4C
14808,,2022-02-19 17:33:54.795,3,,0,,,,,terra1hzyzys3s7s7xsls5gvsta3z3ylcy7fjcnpgmas,,06339978F1DB2A784C8DFB6AE3DF4DD67F7969F9B9F8115B18D981DD8B8B0CA5
14809,UST,2022-02-19 17:22:50.937,3,terra18my7guv707j04ejtc3qep7wd592qtkaju47kzz,0,216.780881,PRISM,2.968494105,73.027223,terra18my7guv707j04ejtc3qep7wd592qtkaju47kzz,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,AA026240D11AEC28B97C60DF6BCF0EBF2BF0960FDB499FAD101591062D1575E3
14810,PRISM,2022-02-19 16:25:38.663,3,,0,1.0,LUNA,0.0066607962409999995,150.132201,terra1ksmgyx6upgw9wwcvnekzdvsrk0aa8097yscmt4,,C218132C831C909CE6D503628B7B0A6EB5D78657A23C49762873D7CBAC8F66AE
14811,PRISM,2022-02-19 17:33:08.174,1,,0,236.358368,xPRISM,1.020408778,231.631061,terra1k8lssx4v42efe5mhplcwfer7vyljqq3qw3v856,,E8FA6554FF8E51392DFEED6F7D43ADAEE3A751F6355DD57727F6C6E619653A76
14812,xPRISM,2022-02-19 16:51:41.989,1,,0,293.887704,PRISM,0.9860441371,298.04721,terra1pfugw2evwryzn2qgl0m06ruxm2d5u4nh20attn,,A0485A6EE68063F011CE9AB2F88EBEB23CD4499150542EACBBC0189AAF14BC2F
14813,,2022-02-19 17:07:58.738,1,,0,,,,,terra1tdxp62pv2v6yhcu5xzegt2rhns9dtpugzvdexf,,1AD16C3A79AB5353A79D9F96C9BB13083C4227DA5D723B7D92F74F283CEE1DB3
14814,PRISM,2022-02-19 16:05:33.417,1,,0,1.020072,pLUNA,0.02456612187,41.523526,terra15qrrzf8f2vc7rtk6n4r0kw5lefxve95wmj9qz3,,1567C38D8B112532837081525CA4C8AD877FF8967985BBD7131DF5DC6C08FFC8
14815,yLUNA,2022-02-19 12:45:39.676,1,,0,392.765216,PRISM,108.14023241699999,3.631999,terra1ttls62qfdt090wlhspw3fjl235np03swxushps,,6900E9E33CCEE54AEC2E1449366C1B3EEA30628596D5C879D4F67ECC8AE16302
14816,UST,2022-02-19 10:28:44.133,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,291.960204,PRISM,2.91854468,100.036229,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,EAB6D5D4356D4684DF789720D4297693A8382A8A32EF61AAEB25BC25082FB0D9
14817,PRISM,2022-02-19 10:24:14.489,3,,1,1.940288,LUNA,0.0066488027059999994,291.825173,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,D59F4AB08BAC4A61F1A76DE21F991BD0D26EA9111E2CD2DEDE7B1DAD4E74D4B9
14818,UST,2022-02-19 11:33:24.202,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,293.529021,PRISM,2.9337993410000003,100.050817,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,E2CCDC6D71C187B3BEDBE1B7698EEE0D2470C8C9A96BB5FE6630147056B98309
14819,PRISM,2022-02-19 11:44:10.686,3,,1,1.976833,LUNA,0.006712869531,294.484049,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,4787630A135757C8BDACE8F5EB3AB5FB086B0709BB0AB36142BAA83BCE6A9DA2
14820,UST,2022-02-19 10:22:28.055,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,291.527802,PRISM,2.913664636,100.055373,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,A9FF5412EC7D691AE068028019B9DE42579D01BBDAF868C176242DCA14C3A53F
14821,PRISM,2022-02-19 10:28:50.450,3,,1,1.942946,LUNA,0.006655726969,291.920929,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,5AEA9FEB006DF0C23D9B1802F6B8AEB9A4488EC48BE2015609406237F7BC1EDF
14822,UST,2022-02-19 11:33:10.371,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,293.608772,PRISM,2.933498233,100.088273,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,F7F9A99E68CF5F482A16389A8C811CCE9381DC07127CDFF86F4C42149E0CA830
14823,,2022-02-19 10:19:35.770,3,,0,,,,,terra1380v000rspymwm7wagsrwg6pnfvw3lvmjd89fj,,7C63A7DDD1650F4A96E683D1DF207ED6BD94594F00187C5DA00503CEFA22FB2C
14824,PRISM,2022-02-19 11:44:23.168,1,,2,1.976829,pLUNA,0.02483814576,79.588429,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,C8C512D23F200D476738CFFBE5378BC9D8BADB0F73C763182DFA405DD3472236
14825,PRISM,2022-02-19 11:16:58.352,1,,4,48.339421,pLUNA,0.024787167579999998,1950.179295,terra19up4g69n2nj8n4gpt8l6l69wj0f206cvrmxlhy,,2022846A12D022CB7A3C0321CEF1CE01D37CFEB8B264B773FABDBB989F394715
14826,UST,2022-02-19 10:23:22.897,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,291.518803,PRISM,2.914409708,100.026706,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,CD41E82C6DE9345FA047B2AADBC1D21CBB413DB02F2EDE68F0F667A10E3A7DE5
14827,UST,2022-02-19 10:28:50.450,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,291.920929,PRISM,2.918694024,100.017654,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,5AEA9FEB006DF0C23D9B1802F6B8AEB9A4488EC48BE2015609406237F7BC1EDF
14828,UST,2022-02-19 10:28:25.074,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,292.101423,PRISM,2.918096542,100.099986,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,86893022BFE55C5FF3DCE0A3EE99CB22E28F9281583B76E8B765E11AD09502AC
14829,PRISM,2022-02-19 07:12:57.582,3,,1,1.905273,LUNA,0.00659965667,288.692745,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,B822D70F5145A947E6B51725352C6F011255B75AEDE906523F5F6BF628876C75
14830,PRISM,2022-02-19 07:13:17.113,3,,1,1.905257,LUNA,0.006602237818,288.577457,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,E24523A318A7ED08317B5FB738CE9660B38F4CFAAAC02D6B7FC9A1E72F79FE5B
14831,UST,2022-02-19 07:09:12.651,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,288.480138,PRISM,2.883123517,100.058196,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,0A18C6B30306735B64E5A1034B9DB6CEB76C85AC68DFB2AEDAC5D0242EBB2586
14832,UST,2022-02-19 07:12:57.582,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,288.692745,PRISM,2.883857007,100.10647,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,B822D70F5145A947E6B51725352C6F011255B75AEDE906523F5F6BF628876C75
